epoch,iteration,g_lr,d_lr,d_X_loss,d_Y_loss,g_loss
2,100,0.0002,0.0002,0.2069259136915207,0.20972859859466553,5.58791446685791
3,200,0.0002,0.0002,0.24717314541339874,0.17777279019355774,5.232975482940674
5,300,0.0002,0.0002,0.22397902607917786,0.19719934463500977,4.775545120239258
6,400,0.0002,0.0002,0.20882631838321686,0.16464141011238098,4.948703765869141
8,500,0.0002,0.0002,0.2107936143875122,0.14966291189193726,5.12999153137207
9,600,0.0002,0.0002,0.16462451219558716,0.1257432997226715,5.142913818359375
11,700,0.0002,0.0002,0.18708279728889465,0.1735691875219345,5.60165548324585
12,800,0.0002,0.0002,0.14855271577835083,0.14842084050178528,4.702874183654785
14,900,0.0002,0.0002,0.21466408669948578,0.1427839994430542,3.740729570388794
15,1000,0.0002,0.0002,0.11614193767309189,0.13177388906478882,4.440443992614746
17,1100,0.0002,0.0002,0.12927964329719543,0.28862690925598145,4.1981892585754395
18,1200,0.0002,0.0002,0.1841709315776825,0.10707035660743713,4.700514316558838
20,1300,0.0002,0.0002,0.15412473678588867,0.10585928708314896,4.071855545043945
21,1400,0.0002,0.0002,0.12319907546043396,0.11663882434368134,3.986483097076416
23,1500,0.0002,0.0002,0.16205373406410217,0.06724212318658829,4.1526198387146
24,1600,0.0002,0.0002,0.17263028025627136,0.15154793858528137,4.433412551879883
26,1700,0.0002,0.0002,0.10482090711593628,0.11186442524194717,4.425300598144531
27,1800,0.0002,0.0002,0.15171049535274506,0.14252376556396484,3.7747802734375
29,1900,0.0002,0.0002,0.19666731357574463,0.14234989881515503,4.210859775543213
30,2000,0.0002,0.0002,0.11899828165769577,0.14743664860725403,4.348397254943848
32,2100,0.0002,0.0002,0.14687824249267578,0.10980633646249771,4.33271598815918
33,2200,0.0002,0.0002,0.12449701875448227,0.18412478268146515,3.9302611351013184
35,2300,0.0002,0.0002,0.2199481725692749,0.12415574491024017,3.3656370639801025
36,2400,0.0002,0.0002,0.16880430281162262,0.14335395395755768,4.153095722198486
38,2500,0.0002,0.0002,0.10308551788330078,0.15236738324165344,3.8465845584869385
39,2600,0.0002,0.0002,0.20966152846813202,0.09156882017850876,4.019174575805664
41,2700,0.0002,0.0002,0.3133559226989746,0.07942801713943481,3.6146340370178223
42,2800,0.0002,0.0002,0.11553587019443512,0.1179116815328598,4.639307498931885
44,2900,0.0002,0.0002,0.13571204245090485,0.074944868683815,3.5709969997406006
45,3000,0.0002,0.0002,0.0922638475894928,0.08138574659824371,3.913738965988159
47,3100,0.0002,0.0002,0.0975838452577591,0.08939974755048752,4.02566385269165
48,3200,0.0002,0.0002,0.17559762299060822,0.13515613973140717,4.131331443786621
50,3300,0.0002,0.0002,0.15421338379383087,0.07366809993982315,3.7390172481536865
51,3400,0.0002,0.0002,0.1124848872423172,0.12315545231103897,4.004892826080322
53,3500,0.0002,0.0002,0.10175321251153946,0.08766740560531616,3.694690704345703
54,3600,0.0002,0.0002,0.16729530692100525,0.2459830641746521,3.9203298091888428
56,3700,0.0002,0.0002,0.0914255827665329,0.23377415537834167,3.600982904434204
57,3800,0.0002,0.0002,0.11205624788999557,0.23776349425315857,3.4465384483337402
59,3900,0.0002,0.0002,0.11844519525766373,0.21878361701965332,3.363480567932129
60,4000,0.0002,0.0002,0.15581324696540833,0.21445360779762268,3.573103189468384
62,4100,0.0002,0.0002,0.0763549655675888,0.22134757041931152,3.1324658393859863
63,4200,0.0002,0.0002,0.08909314125776291,0.1757725477218628,3.30586314201355
65,4300,0.0002,0.0002,0.060386352241039276,0.17851155996322632,3.1880364418029785
66,4400,0.0002,0.0002,0.20484742522239685,0.14689265191555023,3.4299514293670654
68,4500,0.0002,0.0002,0.13204874098300934,0.11906661093235016,3.64583158493042
69,4600,0.0002,0.0002,0.08938693255186081,0.14801451563835144,3.907783269882202
71,4700,0.0002,0.0002,0.11908302456140518,0.09817460179328918,3.536832094192505
72,4800,0.0002,0.0002,0.07374001294374466,0.13935695588588715,3.837965488433838
74,4900,0.0002,0.0002,0.07399559020996094,0.11390373110771179,3.223925828933716
75,5000,0.0002,0.0002,0.07587088644504547,0.09285654127597809,3.9389305114746094
77,5100,0.0002,0.0002,0.1597740352153778,0.15344445407390594,3.183837413787842
78,5200,0.0002,0.0002,0.07058203965425491,0.12566804885864258,3.225414276123047
80,5300,0.0002,0.0002,0.10670202970504761,0.08958908915519714,3.8928112983703613
81,5400,0.0002,0.0002,0.08354103565216064,0.10373718291521072,3.4215269088745117
83,5500,0.0002,0.0002,0.059642523527145386,0.0797763243317604,3.823697805404663
84,5600,0.0002,0.0002,0.07326703518629074,0.08940349519252777,3.9032721519470215
86,5700,0.0002,0.0002,0.16192063689231873,0.08955032378435135,5.244121074676514
87,5800,0.0002,0.0002,0.18380284309387207,0.0621735081076622,4.270609378814697
89,5900,0.0002,0.0002,0.24474474787712097,0.16558688879013062,3.651979684829712
90,6000,0.0002,0.0002,0.19161862134933472,0.23889148235321045,3.2379231452941895
92,6100,0.0002,0.0002,0.21252921223640442,0.24792271852493286,3.109990119934082
93,6200,0.0002,0.0002,0.1911010444164276,0.2251308262348175,3.218029260635376
95,6300,0.0002,0.0002,0.18297195434570312,0.20430311560630798,3.248453140258789
96,6400,0.0002,0.0002,0.1745578795671463,0.20213940739631653,3.0555129051208496
98,6500,0.0002,0.0002,0.1710093915462494,0.2358275055885315,3.485527276992798
99,6600,0.0002,0.0002,0.18100926280021667,0.1638813316822052,3.3684825897216797
101,6700,0.0002,0.0002,0.11079619824886322,0.13558578491210938,3.4410560131073
102,6800,0.00019800000000000002,0.00019800000000000002,0.2539272606372833,0.12901291251182556,3.181215286254883
103,6900,0.000196,0.000196,0.23137617111206055,0.11728944629430771,2.8268370628356934
105,7000,0.000192,0.000192,0.23490872979164124,0.12784510850906372,3.4391732215881348
106,7100,0.00019,0.00019,0.22558286786079407,0.08821208775043488,2.995398998260498
108,7200,0.000186,0.000186,0.2049172818660736,0.08439647406339645,2.894120931625366
109,7300,0.00018400000000000003,0.00018400000000000003,0.24329817295074463,0.12288589030504227,3.5702109336853027
111,7400,0.00018,0.00018,0.1855650395154953,0.08156085014343262,3.081380844116211
112,7500,0.00017800000000000002,0.00017800000000000002,0.21146339178085327,0.0726977214217186,3.0998599529266357
114,7600,0.000174,0.000174,0.15867717564105988,0.17816521227359772,2.686478614807129
115,7700,0.000172,0.000172,0.13632920384407043,0.13106685876846313,2.7987687587738037
117,7800,0.000168,0.000168,0.15154364705085754,0.07989566028118134,2.8648276329040527
118,7900,0.000166,0.000166,0.13689786195755005,0.06441789865493774,3.1486034393310547
120,8000,0.000162,0.000162,0.12717776000499725,0.07424183189868927,2.999842405319214
121,8100,0.00016,0.00016,0.11445309221744537,0.061665166169404984,3.3308839797973633
123,8200,0.00015600000000000002,0.00015600000000000002,0.14420196413993835,0.11183583736419678,3.1607422828674316
124,8300,0.000154,0.000154,0.11597296595573425,0.05754762142896652,3.1514902114868164
126,8400,0.00015000000000000001,0.00015000000000000001,0.07003682851791382,0.07276586443185806,2.949150562286377
127,8500,0.000148,0.000148,0.3699028491973877,0.06971073150634766,6.654481887817383
129,8600,0.000144,0.000144,0.2623327970504761,0.10185395926237106,2.885286569595337
130,8700,0.000142,0.000142,0.24788865447044373,0.09233718365430832,3.084406614303589
132,8800,0.000138,0.000138,0.2396518886089325,0.06646966934204102,2.895329475402832
133,8900,0.000136,0.000136,0.24584785103797913,0.06006642431020737,2.7175989151000977
135,9000,0.00013199999999999998,0.00013199999999999998,0.2262132465839386,0.06676888465881348,2.910616636276245
136,9100,0.00013000000000000002,0.00013000000000000002,0.2361779510974884,0.07590430229902267,2.696058750152588
138,9200,0.000126,0.000126,0.23488149046897888,0.058334171772003174,3.082815647125244
139,9300,0.000124,0.000124,0.2461484670639038,0.08434745669364929,3.0019564628601074
141,9400,0.00012,0.00012,0.24351060390472412,0.059056080877780914,3.1063320636749268
142,9500,0.00011800000000000002,0.00011800000000000002,0.2522125244140625,0.05242687091231346,2.819146156311035
144,9600,0.00011400000000000002,0.00011400000000000002,0.20823559165000916,0.07413515448570251,3.347842216491699
145,9700,0.00011200000000000001,0.00011200000000000001,0.1932019740343094,0.05096641182899475,3.097332000732422
147,9800,0.00010800000000000001,0.00010800000000000001,0.2064003050327301,0.05144604295492172,3.31404972076416
148,9900,0.00010600000000000002,0.00010600000000000002,0.20347458124160767,0.07809637486934662,2.733964443206787
150,10000,0.00010200000000000001,0.00010200000000000001,0.20086941123008728,0.061107125133275986,3.0459699630737305
151,10100,0.0001,0.0001,0.22266364097595215,0.1231616735458374,3.417451858520508
153,10200,9.6e-05,9.6e-05,0.20831167697906494,0.040357884019613266,3.1238698959350586
154,10300,9.4e-05,9.4e-05,0.1781042367219925,0.07379396259784698,2.7198667526245117
156,10400,8.999999999999999e-05,8.999999999999999e-05,0.17125746607780457,0.05468536168336868,3.312366247177124
157,10500,8.8e-05,8.8e-05,0.1949523389339447,0.03267964720726013,2.8004016876220703
159,10600,8.400000000000001e-05,8.400000000000001e-05,0.18546348810195923,0.040623992681503296,3.0330615043640137
160,10700,8.200000000000001e-05,8.200000000000001e-05,0.15325386822223663,0.06689924746751785,3.008706569671631
162,10800,7.800000000000001e-05,7.800000000000001e-05,0.13449975848197937,0.04135540872812271,3.044078826904297
163,10900,7.6e-05,7.6e-05,0.13769911229610443,0.03555529564619064,3.0626988410949707
165,11000,7.2e-05,7.2e-05,0.11621078848838806,0.031095029786229134,3.230125904083252
166,11100,7e-05,7e-05,0.10766622424125671,0.032301418483257294,3.5247244834899902
168,11200,6.599999999999999e-05,6.599999999999999e-05,0.0919504314661026,0.027177298441529274,3.2800369262695312
169,11300,6.4e-05,6.4e-05,0.09111954271793365,0.032616984099149704,3.177926540374756
171,11400,6.0000000000000015e-05,6.0000000000000015e-05,0.09751781821250916,0.030159011483192444,3.4336228370666504
172,11500,5.800000000000001e-05,5.800000000000001e-05,0.10435886681079865,0.030714593827724457,3.2167727947235107
174,11600,5.4000000000000005e-05,5.4000000000000005e-05,0.11271876096725464,0.02852751314640045,3.0392489433288574
175,11700,5.2000000000000004e-05,5.2000000000000004e-05,0.07118644565343857,0.03359042480587959,3.7218916416168213
177,11800,4.8e-05,4.8e-05,0.08801278471946716,0.03660943731665611,3.587423324584961
178,11900,4.6e-05,4.6e-05,0.08615544438362122,0.03175205737352371,3.316620349884033
180,12000,4.2e-05,4.2e-05,0.06876963376998901,0.028605006635189056,3.143641948699951
181,12100,3.999999999999999e-05,3.999999999999999e-05,0.07192988693714142,0.032241158187389374,3.0367684364318848
183,12200,3.6000000000000014e-05,3.6000000000000014e-05,0.0667426586151123,0.021075643599033356,3.4014554023742676
184,12300,3.4000000000000007e-05,3.4000000000000007e-05,0.0778086706995964,0.024583669379353523,3.5969574451446533
186,12400,3.0000000000000008e-05,3.0000000000000008e-05,0.058252789080142975,0.02656218595802784,3.489893913269043
187,12500,2.8000000000000003e-05,2.8000000000000003e-05,0.08081790804862976,0.024218877777457237,3.6366939544677734
189,12600,2.4e-05,2.4e-05,0.07088685780763626,0.02409394085407257,3.5686020851135254
190,12700,2.2e-05,2.2e-05,0.06598310172557831,0.02357417158782482,3.2948789596557617
192,12800,1.7999999999999994e-05,1.7999999999999994e-05,0.06689591705799103,0.024870367720723152,3.5291051864624023
193,12900,1.5999999999999992e-05,1.5999999999999992e-05,0.0484108105301857,0.02224583551287651,3.585784673690796
195,13000,1.200000000000001e-05,1.200000000000001e-05,0.05349200963973999,0.018406594172120094,3.6341898441314697
196,13100,1.000000000000001e-05,1.000000000000001e-05,0.05185398459434509,0.020372578874230385,3.6973187923431396
198,13200,6.000000000000005e-06,6.000000000000005e-06,0.051330991089344025,0.028458386659622192,3.382206678390503
199,13300,4.000000000000004e-06,4.000000000000004e-06,0.05986139923334122,0.023399796336889267,3.44490909576416
201,13400,0.0,0.0,0.06434730440378189,0.022793732583522797,3.3545069694519043
